,46
care desperately,10998
care parity,4988
care nightmare,4914
care warm,17199
care sister,2809
care botch,6639
care beneficiary,2822
care population,9653
care regularly,6786
care habilitation,4808
care mention,10030
care answer,63002
care south,6388
care dub,448
care due,5373
care page,4099
care tech,109244
care away,74751
care feature,5602
care trailer,370
care wary,4089
care last,5550
care battle,1228
care certainly,4695
care dum,5358
care brewery,1426
care cause,10163
care navigator,2897
care challenge,7100
care teeth,3036
care beauty,1498
care robin,788
care late,15258
care ready,26703
care dilate,725
care crazy,10656
care accomplish,10000
care dentistry,6725
care till,4837
care disrupt,1344
care warren,12161
care fund,51141
care parent,820
care favorite,10350
care incarceration,15154
care assure,8196
care assistant,221581
care assertion,3572
care national,29903
care river,660
care zar,1484
care renal,2389
care whether,8340
care spiritual,36187
care together,6681
care scare,792
care security,43281
care pocket,1894
care chronic,21288
care prog,5400
care specialist,58118
care empty,2166
care besides,2238
care currently,18532
care illness,7799
care muller,1034
care conveniently,2907
care ways,3408
care cancer,41925
care prop,4436
care german,478
care homeless,31204
care tire,9465
care mil,445
care panel,2573
care prove,404
care ruthless,3046
care witness,1296
care golden,4198
care diagnose,433
care energy,11888
care record,10698
care manor,6729
care sobriety,4476
care hoax,2668
care mick,763
care constitution,8920
care maternity,696
care potentially,4920
care thankful,5241
care merger,808
care preventive,8201
care teacher,9764
care anti,3757
care child,73631
care moronic,251
care pete,2415
care chat,5427
care tribune,51
care ice,3247
care sentence,1473
care convince,5896
care forefront,5280
care focus,36766
care champion,512
care former,4142
care improve,67694
care offer,11673
care dental,25919
care sigma,738
care check,23194
care voter,928
care peace,10791
care something,34241
care millionaire,12180
care parental,6851
care option,14763
care industry,52205
care mean,37850
care bear,21455
care transformation,4932
care cover,30469
care beat,3556
care bean,4947
care reflect,3460
care meat,322
care market,12637
care compel,5566
care door,788
care gentleman,2668
care travel,142456
care proxy,4893
care flood,16418
care plant,7981
care democrat,39451
care foster,18200
care covenant,2737
care neglect,4994
care effort,239
care choice,6266
care decision,4342
care park,9292
care corrective,4072
care additional,2632
care dont,39107
care floor,5506
care believe,19853
care schedule,2797
care part,131828
care mike,745
care amount,4889
care discuss,14567
care campus,6184
care shelter,7140
care east,2412
care night,1879
care capitalist,13064
care transport,9145
care clause,3438
care bankrupt,10019
care hypocrite,548
care apply,952979
care ease,7093
care sparrow,7023
care tackle,2742
care wealth,12500
care speech,1918
care occupational,10382
care earn,10487
care psychiatric,5079
care shadow,5173
care assistive,5047
care intensive,192037
care determine,820
care tell,33654
care glad,8569
care obviously,7907
care capitalism,9114
care daytime,4766
care van,3058
care bind,9178
care havent,789
care bingo,3775
care party,67214
care meet,37273
care basic,49925
care mercy,15987
care clearly,2558
care honest,1388
care encourage,7928
care mind,14747
care sabotage,438
care mine,6499
care justice,12808
care basis,10674
care omission,4631
care piece,821
care skyrocket,792
care respiratory,55703
care contribute,6068
care coverage,45977
care salary,6423
care midnight,448
care total,15384
care term,202344
care auditor,4724
care address,1183
care nurture,4464
care medicine,11970
care bill,33430
care eat,26868
care minimum,9315
care comment,791
care cottonwood,3612
care outnumber,2287
care overnight,12405
care easy,4476
care implementation,6582
care crises,6510
care banner,105244
care progressive,165919
care island,3630
care carbon,1502
care lenient,2822
care pass,17716
care past,13469
care military,14363
care pence,375
care dependable,7206
care mile,197
care conversational,4932
care retirement,15689
care relief,2103
care concierge,4909
care natural,16725
care anesthesia,21086
care portable,1502
care invaluable,763
care explicitly,339
care benefit,8625
care personal,31603
care communicate,6584
care eliminate,2287
care gazette,1890
care chip,5137
care inhuman,2377
care infant,1005
care supply,4681
care lifelong,4403
care campaign,5327
care intern,448
care release,375
care vet,4631
care clue,656
care obtain,2807
care nights,112903
care rabbi,4938
care sensible,2537
care lunch,2639
care difference,4484
care decline,763
care documentation,2363
care lakeland,379
care table,741
care precious,820
care message,339
care sycamore,2988
care troy,4478
care tank,5350
care buddy,4412
care zoo,3416
care recently,3411
care miss,2558
care intermediate,48909
care approach,2977
care event,17215
care world,21827
care comparison,10568
care nurse,1203382
care collection,5398
care sector,1349
care take,630618
care receptionist,12631
care propaganda,6020
care bridge,2585
care back,22546
care technician,1200565
care test,4914
care untold,6506
care enjoy,5640
care home,1586083
care enroll,14108
care among,807
care outpatient,9867
care talk,69704
care baby,4027
care hustle,1502
care via,268569
care concord,14897
care million,17341
care death,37625
care agree,23637
care commitment,7099
care steward,411
care happiness,336
care aesthetic,6829
care hole,1288
care hold,389
care hope,24473
care astronomical,4459
care legal,7784
care incredible,1741
care suburban,251
care agent,13066
care manifesto,378
care inbred,2870
care transverse,588
care nation,48684
care product,7898
care strategy,5489
care efficacy,77
care statistics,1416
care prenatal,15839
care accuse,9660
care selection,4877
care urban,5646
care picture,729
care pacific,821
care instead,29590
care opinion,4414
care inpatient,15561
care recent,1045
care marvel,6047
care friend,1537
care sadly,5588
care beyond,14314
care response,6694
care white,13185
care identical,2323
care skin,27986
care quietly,5361
care every,59261
care nobody,6407
care gullible,3694
care generation,6584
care stupidity,2314
care first,103367
care admit,7360
care providence,141702
care produce,3433
care oncology,311
care allow,4910
care manage,6557
care become,23571
care ambulatory,4815
care oceanside,656
care academic,5040
care extrapolate,1396
care able,22074
care expense,1488
care already,10376
care memory,137061
care communist,4099
care longer,10319
care injury,6544
care act,67647
care clinical,59619
care red,4767
care neonatal,14598
care month,4095
care soon,27105
care rep,11056
care resource,18484
care later,946
care shortly,362
care stallion,2581
care march,2008
care pretend,1502
care add,10711
care competent,10174
care jiffy,4654
care find,14045
care fine,12129
care community,85737
care expensive,25373
care excellent,119422
care slush,725
care attention,5506
care probably,4294
care leverage,5302
care maduro,5253
care anything,30932
care ongoing,6763
care little,16047
care reminiscence,7324
care feel,18828
care internship,9809
care humane,3149
care shift,25567
care border,25596
care feed,757
care congressman,3308
care mesa,4767
care relieve,2740
care regulation,4193
care make,191017
care soul,10992
care accountable,1488
care generalize,791
care government,118670
care mess,9360
care yesterday,7405
care end,28260
care analyst,2374
care report,3161
care unpersuaded,2546
care visibility,751
care true,8391
care change,48670
care mandate,9238
care institute,3403
care celebrate,4893
care freely,356
care cranberry,4887
care waver,2654
care worth,3727
care best,97428
care hour,22690
care assist,10383
care advantage,345
care communication,5460
care age,17886
care university,31460
care adult,33388
care worthless,1484
care ago,21596
care rid,8032
care worst,8586
care native,4988
care system,398595
care immigration,135547
care pressure,4464
care worry,22692
care court,9028
care science,4771
care beautiful,2983
care inspection,7194
care rip,512
care worse,9539
care nap,514
care float,34291
care attractive,2764
care bank,3165
care nat,3581
care officer,16044
care topic,2101
care urgent,103000
care open,211108
care steven,7277
care reduce,20483
care likely,5187
care annual,480
care visit,6422
care switch,2637
care luxury,4716
care star,21474
care loma,10559
care aid,12141
care provider,73035
care behind,362
care serious,11264
care stay,10257
care many,60855
care grader,789
care decent,15581
care stupid,14265
care sulphur,4604
care repost,4351
care takin,5473
care equity,7039
care air,8118
care womb,2490
care service,14321
care older,4464
care special,6452
care disappoint,4464
care engineer,4753
care fray,1005
care long,206259
care scam,11553
care legend,367
care social,81482
care holiday,3765
care stance,806
care always,53993
care lawsuit,1447
care male,2369
care fact,348
care derry,6680
care free,306431
care minimal,5278
care suffer,2999
care specialize,9754
care reimbursement,2655
care aka,8396
care society,871
care shortage,7137
care parenthood,6927
care author,4063
care palliative,91660
care face,21918
care fish,4995
care appal,4397
care protection,5471
care concentrate,2307
care victim,758
care racial,5439
care funeral,1442
care transplant,4557
care legacy,339
care new,86882
care net,397
care restorative,4813
care barn,4995
care feminine,5398
care step,29048
care search,520
care exercise,856
care congressional,2639
care college,77446
care amnesty,2826
care mark,23042
care program,39473
care enrollment,1195
care educator,2895
care vacation,4289
care idiot,4375
care collins,2575
care field,24473
care mary,10796
care process,6431
care rapidly,6748
care scheme,4419
care rob,8194
care administration,10824
care amy,1502
care culturally,3974
care phony,1532
care pinnacle,30414
care assets,1321
care climate,19867
care mass,2547
care dependent,7517
care felt,5500
care transition,4939
care therapy,16415
care wrong,40277
care female,1467
care could,96162
care jersey,17279
care regional,12098
care grand,2097
care rule,277
care critical,140236
care ann,448
care executive,2756
care clownish,6682
care charge,8386
care scold,672
care availability,2402
care pollute,2711
care auburn,315
care assess,4940
care anvil,791
care rogue,3694
care study,2576
care pregnant,3442
care shrink,490
care supplemental,3729845
care tolerant,5506
care wont,1534
care natal,738
care look,1256573
care designate,5389
care entrepreneur,521
care strong,4908
care loop,2680
care moron,3662
care human,42124
care ruin,8096
care result,4833
care akin,430
care base,33422
care truly,15863
care matter,55079
care leadership,5897
care winner,520
care glorify,1522
care trump,187140
care creative,718
care abolish,4089
care generalist,8612
care interprofessional,512
